      1600	     36249  	0.011448
      1700	     38072  	0.010366
      1800	     41382  	0.012449
      1900	     43248  	0.011088
      2000	     46709  	0.013636
      2100	     48725  	0.012765
      2200	     54431  	0.015319
      2300	     51661  	0.014092
      2400	     54662  	0.014662
      2500	     57356  	0.015466
      2600	     61827  	0.016351
      2700	     63167  	0.016971
      2800	     71467  	0.025443
      2900	     69023  	0.019422
      3000	     72563  	0.020211
      3100	     73505  	0.020432
      3200	     77151  	0.022434
      3300	     78790  	0.022730
      3400	     87005  	0.023788
      3500	     85610  	0.023967
      3600	     92193  	0.025487
      3700	     89200  	0.024382
      3800	     95026  	0.026552
      3900	     97997  	0.026346
      4000	     99192  	0.026850
      4100	    109455  	0.028665
      4200	    101554  	0.027596
      4300	    106146  	0.032184
      4400	    106208  	0.030027
      4500	    113035  	0.030006
      4600	    116638  	0.031398
      4700	    117500  	0.030809
      4800	    116039  	0.032263
      4900	    124943  	0.032716
      5000	    122526  	0.032370
       100	      1958  	0.000645
       200	      3584  	0.001274
       300	      5888  	0.002289
       400	      8032  	0.002299
       500	      9926  	0.002789
       600	     12403  	0.003202
       700	     14153  	0.003734
       800	     17074  	0.004588
       900	     19383  	0.005168
      1000	     21271  	0.007135
      1100	     24315  	0.007740
      1200	     27293  	0.008631
      1300	     28762  	0.008914
